id,source,label,model,verdict,reason,pred,cost_usd,grounded,supports,judge_answer
enron:1425,enron,0,google/gemma-3-12b-it,phishing,"the email contains multiple inconsistencies (date, sender name variations, and unusual formatting) suggesting an attempt to impersonate someone and trick the recipient into opening a malicious attachment.",1,1.845e-05,0.0,0.0,ungrounded contradicts
spamassassin:4865,spamassassin,1,google/gemma-3-12b-it,phishing,"the email promises illicit content and uses sensational language to lure recipients to a suspicious website, a common tactic in phishing scams.",1,2.185e-05,1.0,1.0,grounded supports
kaggle:8955,kaggle,1,google/gemma-3-12b-it,phishing,the email promises unrealistically low interest rates and directs you to a suspicious website to collect personal information.,1,1.335e-05,1.0,1.0,grounded supports
ceas08:3921,ceas08,0,google/gemma-3-12b-it,legitimate,"this is a notification from a google groups mailing list, providing updates on active topics.",0,2.785e-05,1.0,1.0,grounded supports
ling:908,ling,0,google/gemma-3-12b-it,legitimate,"the email appears to be a research inquiry response, discussing linguistic connections and thanking participants, with a conversational and apologetic tone.",0,2.51e-05,1.0,1.0,grounded supports
kaggle:2611,kaggle,0,google/gemma-3-12b-it,legitimate,this appears to be a personal message within a yahoo! groups forum discussing individuals and is not attempting to solicit information or money.,0,1.39e-05,1.0,1.0,grounded supports
ephishllm:9912,ephishllm,1,google/gemma-3-12b-it,phishing,"the generic greeting, urgent language, and external link are common tactics used in phishing attempts to trick users into revealing information or downloading malware.",1,1.19e-05,1.0,1.0,grounded supports
trec07:4548,trec07,1,google/gemma-3-12b-it,spam,"the email contains nonsensical text and repetitive phrases, indicating it's likely spam.",1,2.56e-05,1.0,1.0,grounded supports
ephishllm:5288,ephishllm,1,google/gemma-3-12b-it,phishing,executable attachments from unknown or unverified senders are a common tactic for malware distribution.,1,1.2e-05,1.0,1.0,grounded supports
trec07:9991,trec07,1,google/gemma-3-12b-it,phishing,"the email promotes a weight loss product with unrealistic claims and uses testimonials, a common tactic in online scams.",1,2.6e-05,1.0,1.0,grounded supports
spamassassin:366,spamassassin,0,google/gemma-3-12b-it,legitimate,"the email appears to be a technical discussion between colleagues about linux and windows i/o models, with a link to a red hat whitepaper.",0,2.935e-05,1.0,1.0,grounded supports
spamassassin:1395,spamassassin,0,google/gemma-3-12b-it,legitimate,"the email is a request for technical assistance on a mailing list related to razor and sendmail, with clear sender information and a standard mailing list footer.",0,2.32e-05,1.0,1.0,grounded supports
ephishllm:8759,ephishllm,1,google/gemma-3-12b-it,phishing,the email requests you to click a link from an unknown sender without providing context or verifying its legitimacy.,1,9.8e-06,1.0,1.0,grounded supports
ephishllm:2348,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email discusses a scheduled meeting with local architects and requests portfolio preparation, which aligns with a marketing manager's responsibilities.",0,1.675e-05,1.0,1.0,grounded supports
ceas08:2646,ceas08,0,google/gemma-3-12b-it,legitimate,"the email appears to be a technical discussion about linux operating systems, with signatures and links to personal websites, suggesting a genuine communication.",0,1.815e-05,1.0,1.0,grounded supports
ephishllm:5440,ephishllm,1,google/gemma-3-12b-it,phishing,"the email uses urgency and a generic greeting to pressure the recipient into clicking a suspicious link, potentially harvesting credentials or installing malware.",1,1.365e-05,1.0,1.0,grounded supports
enron:7905,enron,1,google/gemma-3-12b-it,phishing,"the email promotes prescription medication without requiring a prescription and uses suspicious language and formatting, indicating a likely scam.",1,1.035e-05,1.0,1.0,grounded supports
ephishllm:3583,ephishllm,0,google/gemma-3-12b-it,legitimate,the email describes a routine project check-in meeting with known colleagues and a plausible agenda.,0,1.39e-05,1.0,1.0,grounded supports
trec07:6707,trec07,1,google/gemma-3-12b-it,phishing,"the email solicits funds and requests acting as a representative in exchange for a vague business proposition, a common tactic in advance-fee scams.",1,2.32e-05,1.0,1.0,grounded supports
spamassassin:5350,spamassassin,1,google/gemma-3-12b-it,spam,"the email contains numerous images hosted on a suspicious ip address and uses a generic ""friend"" greeting, typical of spam.",1,3.86e-05,1.0,1.0,grounded supports
ephishllm:3123,ephishllm,0,google/gemma-3-12b-it,legitimate,the email announces an internal workshop related to company values and includes a recognizable sender (hr manager) within a plausible company context.,0,1.355e-05,1.0,1.0,grounded supports
kaggle:3063,kaggle,0,google/gemma-3-12b-it,phishing,"the vague language about terminating involvement with a large company, combined with the outdated ""sent from my blackberry"" disclaimer, suggests a potential phishing attempt.",1,1.165e-05,0.0,0.0,ungrounded contradicts
ephishllm:33,ephishllm,0,google/gemma-3-12b-it,legitimate,the email requests information about a specific product category and appears to be a genuine inquiry related to sustainable brewing.,0,1.235e-05,1.0,1.0,grounded supports
kaggle:7469,kaggle,1,google/gemma-3-12b-it,phishing,"the email uses a suspicious sender name, generic greetings, and links to unfamiliar websites, indicating a potential phishing attempt.",1,1.33e-05,1.0,1.0,grounded supports
ephishllm:534,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email discusses a routine project review with a plausible subject and sender role, lacking suspicious elements.",0,1.555e-05,1.0,1.0,grounded supports
trec07:538,trec07,0,google/gemma-3-12b-it,legitimate,"this is a request for help on a statistics forum (nabble.com) regarding r programming, specifically nonlinear regression.",0,2.585e-05,1.0,1.0,grounded supports
ephishllm:9153,ephishllm,1,google/gemma-3-12b-it,phishing,"the email requests urgent verification of credentials through a link, a common tactic used in phishing attempts.",1,1.1e-05,1.0,1.0,grounded supports
ephishllm:964,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email discusses standard sales targets and documentation preparation, aligning with typical workplace communication.",0,1.5e-05,1.0,1.0,grounded supports
ephishllm:5698,ephishllm,1,google/gemma-3-12b-it,phishing,the email requests immediate action and contains a suspicious link without proper context or verification.,1,1.11e-05,1.0,1.0,grounded supports
ephishllm:5027,ephishllm,1,google/gemma-3-12b-it,phishing,requesting login credentials via email is a common tactic used in phishing attacks to steal sensitive information.,1,1.165e-05,1.0,1.0,grounded supports
trec07:429,trec07,0,google/gemma-3-12b-it,legitimate,"this appears to be a genuine request for help with data analysis code, likely from a forum or online community.",0,2.845e-05,1.0,1.0,grounded supports
trec07:1162,trec07,0,google/gemma-3-12b-it,legitimate,"the email provides a stock quote notification, includes a company address, and offers clear options to update preferences or unsubscribe, suggesting a legitimate investor relations service.",0,2.145e-05,1.0,1.0,grounded supports
ephishllm:670,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email appears to be a genuine inquiry about a company's products, lacking suspicious elements.",0,1.125e-05,1.0,1.0,grounded supports
ephishllm:1027,ephishllm,0,google/gemma-3-12b-it,legitimate,the email's content and sender title align with a typical business communication regarding investment strategy and performance reports.,0,1.45e-05,1.0,1.0,grounded supports
spamassassin:4868,spamassassin,1,google/gemma-3-12b-it,spam,"the outdated bonus expiration date (july 31, 2002) and unusual language suggest this is an old, unsolicited marketing email.",1,3.44e-05,1.0,1.0,grounded supports
kaggle:9515,kaggle,1,google/gemma-3-12b-it,phishing,"the email contains suspicious language, an unrealistic discount for a controlled substance, and a questionable email domain, all indicative of a phishing attempt.",1,1.47e-05,1.0,1.0,grounded supports
ephishllm:6647,ephishllm,1,google/gemma-3-12b-it,phishing,"the email requests urgent action and contains a suspicious link, a common tactic used in phishing attempts.",1,1.125e-05,1.0,1.0,grounded supports
ceas08:6460,ceas08,1,google/gemma-3-12b-it,phishing,"the email offers software at unrealistically low prices and includes a suspicious link to ""hotsunsoft.com,"" a common tactic in phishing attempts.",1,2.71e-05,1.0,1.0,grounded supports
ephishllm:6997,ephishllm,1,google/gemma-3-12b-it,phishing,"the email lacks context about the project and asks for review of an attached document from an unknown sender, which is a common tactic to trick users into opening malicious files.",1,1.245e-05,0.0,0.0,ungrounded contradicts
ephishllm:2899,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email provides constructive feedback on a work presentation and uses a professional tone, aligning with a typical workplace communication.",0,1.515e-05,1.0,1.0,grounded supports
ceas08:9136,ceas08,1,google/gemma-3-12b-it,phishing,"the email contains nonsensical phrases and a suspicious link, indicating an attempt to deceive the recipient.",1,1.81e-05,1.0,1.0,grounded supports
ceas08:2093,ceas08,0,google/gemma-3-12b-it,malicious,"the email's age (2005), multiple forwards, and suspicious link suggest it's likely an outdated and potentially malicious attempt to distribute malware or phishing content.",1,1.455e-05,1.0,1.0,grounded supports
trec07:1126,trec07,0,google/gemma-3-12b-it,legitimate,"the email appears to be a thread of discussion about copyright licenses, referencing known figures (lawrence lessig) and organizations (icommons), suggesting a genuine conversation.",0,2.985e-05,1.0,1.0,grounded supports
ling:2659,ling,1,google/gemma-3-12b-it,phishing,"the email contains explicit content, suspicious links, and requests personal information via an unusual email address, indicating a phishing attempt.",1,1.235e-05,1.0,1.0,grounded supports
ling:1980,ling,0,google/gemma-3-12b-it,legitimate,"this appears to be an excerpt from a political commentary or analysis, likely a newsletter or blog post, discussing a specific event and related political viewpoints.",0,2.475e-05,1.0,1.0,grounded supports
ephishllm:1261,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email discusses a potential business opportunity and references the recipient's expertise, aligning with a typical internal communication scenario.",0,1.47e-05,1.0,1.0,grounded supports
spamassassin:5080,spamassassin,1,google/gemma-3-12b-it,phishing,"the email promises unrealistic information gathering capabilities and uses aggressive marketing tactics, characteristic of phishing scams.",1,2.68e-05,1.0,1.0,grounded supports
ceas08:4593,ceas08,1,google/gemma-3-12b-it,spam,"the email contains sensational claims and a suspicious link, typical of unsolicited advertising.",1,7.8e-06,1.0,1.0,grounded supports
ephishllm:179,ephishllm,0,google/gemma-3-12b-it,legitimate,"the email describes a routine maintenance procedure, a common occurrence in industrial settings, and uses a standard professional tone.",0,1.255e-05,1.0,1.0,grounded supports
