id,source,annotator,kind,answer,cost_usd
trec07:9935,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000121
trec07:5031,trec07,google/gemini-3.1-flash-lite,spam,spam,3.525e-05
trec07:6458,trec07,google/gemini-3.1-flash-lite,spam,spam,4.5e-05
trec07:9208,trec07,google/gemini-3.1-flash-lite,spam,spam,3.3e-05
trec07:7735,trec07,google/gemini-3.1-flash-lite,spam,spam,6.975e-05
trec07:5455,trec07,google/gemini-3.1-flash-lite,spam,spam,5.825e-05
trec07:8579,trec07,google/gemini-3.1-flash-lite,phishing,ph,4e-05
trec07:8007,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.0001175
trec07:7181,trec07,google/gemini-3.1-flash-lite,phishing,ph,6.225e-05
trec07:7234,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011675
trec07:7575,trec07,google/gemini-3.1-flash-lite,phishing,ph,9.425e-05
trec07:5615,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001115
trec07:8919,trec07,google/gemini-3.1-flash-lite,spam,spam,6.2e-05
trec07:8041,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001055
trec07:8645,trec07,google/gemini-3.1-flash-lite,spam,spam,4.325e-05
trec07:6310,trec07,google/gemini-3.1-flash-lite,phishing,ph,7.6e-05
trec07:6041,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00010725
trec07:5940,trec07,google/gemini-3.1-flash-lite,phishing,ph,4.825e-05
trec07:8598,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011625
trec07:8381,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00012475
trec07:7734,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00011775
trec07:6929,trec07,google/gemini-3.1-flash-lite,phishing,ph,6.2e-05
trec07:9598,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00010975
trec07:7480,trec07,google/gemini-3.1-flash-lite,spam,spam,7.525e-05
trec07:8749,trec07,google/gemini-3.1-flash-lite,spam,spam,4.975e-05
trec07:5316,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001505
trec07:4707,trec07,google/gemini-3.1-flash-lite,spam,spam,4.25e-05
trec07:5795,trec07,google/gemini-3.1-flash-lite,spam,spam,3.2e-05
trec07:7061,trec07,google/gemini-3.1-flash-lite,spam,spam,4.4e-05
trec07:6158,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00011675
trec07:5752,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000183
trec07:9551,trec07,google/gemini-3.1-flash-lite,phishing,ph,9.75e-05
trec07:4619,trec07,google/gemini-3.1-flash-lite,spam,spam,7.875e-05
trec07:5223,trec07,google/gemini-3.1-flash-lite,spam,spam,7.725e-05
trec07:6888,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001175
trec07:6205,trec07,google/gemini-3.1-flash-lite,phishing,ph,4.35e-05
trec07:6816,trec07,google/gemini-3.1-flash-lite,spam,spam,7.8e-05
trec07:8724,trec07,google/gemini-3.1-flash-lite,spam,spam,5.65e-05
trec07:4859,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000134
trec07:8376,trec07,google/gemini-3.1-flash-lite,spam,spam,3.075e-05
trec07:6741,trec07,google/gemini-3.1-flash-lite,spam,spam,6.1e-05
trec07:8067,trec07,google/gemini-3.1-flash-lite,spam,spam,4.475e-05
trec07:7707,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.0001385
trec07:8921,trec07,google/gemini-3.1-flash-lite,phishing,ph,5.2e-05
trec07:6707,trec07,google/gemini-3.1-flash-lite,phishing,ph,9.9e-05
trec07:4555,trec07,google/gemini-3.1-flash-lite,spam,spam,7.45e-05
trec07:9303,trec07,google/gemini-3.1-flash-lite,spam,spam,5.325e-05
trec07:9991,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011825
trec07:5728,trec07,google/gemini-3.1-flash-lite,spam,spam,5.75e-05
trec07:5613,trec07,google/gemini-3.1-flash-lite,phishing,ph,6.55e-05
trec07:9692,trec07,google/gemini-3.1-flash-lite,spam,spam,4.675e-05
trec07:5405,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.0001465
trec07:7360,trec07,google/gemini-3.1-flash-lite,spam,spam,5.5e-05
trec07:4672,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000185
trec07:8417,trec07,google/gemini-3.1-flash-lite,spam,spam,6.35e-05
trec07:4708,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00011325
trec07:5698,trec07,google/gemini-3.1-flash-lite,spam,spam,6.225e-05
trec07:4624,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00018
trec07:8084,trec07,google/gemini-3.1-flash-lite,spam,spam,4.55e-05
trec07:8518,trec07,google/gemini-3.1-flash-lite,spam,spam,7.5e-05
trec07:9719,trec07,google/gemini-3.1-flash-lite,spam,spam,5.35e-05
trec07:8341,trec07,google/gemini-3.1-flash-lite,spam,spam,3.925e-05
trec07:5291,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.000116
trec07:5138,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001385
trec07:8989,trec07,google/gemini-3.1-flash-lite,spam,spam,3.225e-05
trec07:7242,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000105
trec07:6362,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000141
trec07:8795,trec07,google/gemini-3.1-flash-lite,spam,spam,6.225e-05
trec07:8289,trec07,google/gemini-3.1-flash-lite,phishing,ph,8.475e-05
trec07:9763,trec07,google/gemini-3.1-flash-lite,spam,spam,5.225e-05
trec07:6897,trec07,google/gemini-3.1-flash-lite,phishing,ph,8.35e-05
trec07:4941,trec07,google/gemini-3.1-flash-lite,spam,spam,3.325e-05
trec07:6734,trec07,google/gemini-3.1-flash-lite,spam,spam,9.275e-05
trec07:6946,trec07,google/gemini-3.1-flash-lite,spam,spam,4.525e-05
trec07:8220,trec07,google/gemini-3.1-flash-lite,phishing,ph,6.35e-05
trec07:7871,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001405
trec07:7484,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011175
trec07:5635,trec07,google/gemini-3.1-flash-lite,spam,spam,9.375e-05
trec07:5977,trec07,google/gemini-3.1-flash-lite,spam,spam,5.4e-05
trec07:9192,trec07,google/gemini-3.1-flash-lite,spam,spam,5.85e-05
trec07:6497,trec07,google/gemini-3.1-flash-lite,spam,spam,7.2e-05
trec07:4837,trec07,google/gemini-3.1-flash-lite,spam,spam,9.1e-05
trec07:9379,trec07,google/gemini-3.1-flash-lite,spam,spam,6.45e-05
trec07:5750,trec07,google/gemini-3.1-flash-lite,spam,spam,3.75e-05
trec07:5782,trec07,google/gemini-3.1-flash-lite,spam,spam,9.3e-05
trec07:8811,trec07,google/gemini-3.1-flash-lite,spam,spam,7.675e-05
trec07:5572,trec07,google/gemini-3.1-flash-lite,spam,spam,7.925e-05
trec07:9140,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011725
trec07:9327,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.0001135
trec07:4548,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011925
trec07:6849,trec07,google/gemini-3.1-flash-lite,spam,spam,9.875e-05
trec07:6792,trec07,google/gemini-3.1-flash-lite,spam,spam,5.7e-05
trec07:6258,trec07,google/gemini-3.1-flash-lite,spam,spam,5.225e-05
trec07:7435,trec07,google/gemini-3.1-flash-lite,spam,spam,7.05e-05
trec07:9779,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011425
trec07:6025,trec07,google/gemini-3.1-flash-lite,spam,spam,5.125e-05
trec07:9004,trec07,google/gemini-3.1-flash-lite,spam,spam,4.3e-05
trec07:7455,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000125
trec07:8555,trec07,google/gemini-3.1-flash-lite,spam,spam,5.475e-05
trec07:7142,trec07,google/gemini-3.1-flash-lite,spam,spam,5.7e-05
trec07:8670,trec07,google/gemini-3.1-flash-lite,spam,spam,0.0001285
trec07:6972,trec07,google/gemini-3.1-flash-lite,spam,spam,5.725e-05
trec07:8256,trec07,google/gemini-3.1-flash-lite,spam,spam,6.475e-05
trec07:8977,trec07,google/gemini-3.1-flash-lite,spam,spam,3.575e-05
trec07:7387,trec07,google/gemini-3.1-flash-lite,spam,spam,5.525e-05
trec07:5287,trec07,google/gemini-3.1-flash-lite,phishing,ph,6.475e-05
trec07:7005,trec07,google/gemini-3.1-flash-lite,spam,spam,8.025e-05
trec07:9373,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00010925
trec07:9835,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00011425
trec07:9076,trec07,google/gemini-3.1-flash-lite,spam,spam,7.175e-05
trec07:5084,trec07,google/gemini-3.1-flash-lite,spam,spam,4.3e-05
trec07:7874,trec07,google/gemini-3.1-flash-lite,spam,spam,0.00018025
trec07:9410,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.0001195
trec07:5845,trec07,google/gemini-3.1-flash-lite,spam,spam,3.525e-05
trec07:8842,trec07,google/gemini-3.1-flash-lite,spam,spam,9.7e-05
trec07:7739,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00011325
trec07:6183,trec07,google/gemini-3.1-flash-lite,phishing,ph,0.00014675
trec07:9725,trec07,google/gemini-3.1-flash-lite,spam,spam,4.725e-05
trec07:7716,trec07,google/gemini-3.1-flash-lite,spam,spam,0.000113
trec07:9178,trec07,google/gemini-3.1-flash-lite,spam,spam,7e-05
trec07:9571,trec07,google/gemini-3.1-flash-lite,spam,spam,5.45e-05
ling:1902,ling,google/gemini-3.1-flash-lite,spam,spam,0.00011725
ling:209,ling,google/gemini-3.1-flash-lite,spam,spam,7.075e-05
ling:2076,ling,google/gemini-3.1-flash-lite,phishing,ph,5.725e-05
ling:1327,ling,google/gemini-3.1-flash-lite,phishing,ph,6.4e-05
ling:985,ling,google/gemini-3.1-flash-lite,spam,spam,0.000122
ling:1259,ling,google/gemini-3.1-flash-lite,spam,spam,5.05e-05
ling:1075,ling,google/gemini-3.1-flash-lite,spam,spam,0.00011
ling:622,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001155
ling:2510,ling,google/gemini-3.1-flash-lite,spam,spam,0.000163
ling:178,ling,google/gemini-3.1-flash-lite,spam,spam,0.00015925
ling:457,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001045
ling:1059,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001135
ling:899,ling,google/gemini-3.1-flash-lite,spam,spam,4.575e-05
ling:2224,ling,google/gemini-3.1-flash-lite,spam,spam,0.000146
ling:2399,ling,google/gemini-3.1-flash-lite,spam,spam,5e-05
ling:383,ling,google/gemini-3.1-flash-lite,spam,spam,8.95e-05
ling:2289,ling,google/gemini-3.1-flash-lite,spam,spam,5.425e-05
ling:1751,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001055
ling:2659,ling,google/gemini-3.1-flash-lite,spam,spam,4.825e-05
ling:492,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001225
ling:472,ling,google/gemini-3.1-flash-lite,spam,spam,4.725e-05
ling:810,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001355
ling:1363,ling,google/gemini-3.1-flash-lite,spam,spam,0.00012125
ling:696,ling,google/gemini-3.1-flash-lite,spam,spam,8.75e-05
ling:1341,ling,google/gemini-3.1-flash-lite,spam,spam,0.000133
ling:2410,ling,google/gemini-3.1-flash-lite,spam,spam,0.00012325
ling:481,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001635
ling:2820,ling,google/gemini-3.1-flash-lite,unclear,,0.0
ling:104,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00016
ling:1703,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013125
ling:2423,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00014625
ling:1564,ling,google/gemini-3.1-flash-lite,spam,spam,5.5e-05
ling:2607,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001205
ling:680,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001305
ling:2836,ling,google/gemini-3.1-flash-lite,spam,spam,7.875e-05
ling:471,ling,google/gemini-3.1-flash-lite,spam,spam,3.475e-05
ling:1730,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00012975
ling:2001,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001205
ling:729,ling,google/gemini-3.1-flash-lite,spam,spam,4.3e-05
ling:480,ling,google/gemini-3.1-flash-lite,spam,spam,6.525e-05
ling:1755,ling,google/gemini-3.1-flash-lite,phishing,ph,3.925e-05
ling:511,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001065
ling:1131,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001465
ling:458,ling,google/gemini-3.1-flash-lite,spam,spam,6.175e-05
ling:981,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001035
ling:470,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00013075
ling:446,ling,google/gemini-3.1-flash-lite,phishing,ph,0.000132
ling:1455,ling,google/gemini-3.1-flash-lite,spam,spam,0.000126
ling:2579,ling,google/gemini-3.1-flash-lite,spam,spam,0.000109
ling:1796,ling,google/gemini-3.1-flash-lite,spam,spam,5.625e-05
ling:1622,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001185
ling:187,ling,google/gemini-3.1-flash-lite,spam,spam,9.475e-05
ling:1560,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001125
ling:1986,ling,google/gemini-3.1-flash-lite,spam,spam,0.000143
ling:2530,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001095
ling:2655,ling,google/gemini-3.1-flash-lite,spam,spam,9.05e-05
ling:112,ling,google/gemini-3.1-flash-lite,phishing,ph,0.000117
ling:2504,ling,google/gemini-3.1-flash-lite,spam,spam,0.00010425
ling:133,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001125
ling:2809,ling,google/gemini-3.1-flash-lite,unclear,,0.0
ling:2508,ling,google/gemini-3.1-flash-lite,spam,spam,7e-05
ling:21,ling,google/gemini-3.1-flash-lite,spam,spam,0.00014125
ling:153,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00012825
ling:1779,ling,google/gemini-3.1-flash-lite,spam,spam,0.000138
ling:2348,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013525
ling:384,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001355
ling:1233,ling,google/gemini-3.1-flash-lite,spam,spam,8.05e-05
ling:2461,ling,google/gemini-3.1-flash-lite,spam,spam,8.95e-05
ling:1878,ling,google/gemini-3.1-flash-lite,spam,spam,7.775e-05
ling:1296,ling,google/gemini-3.1-flash-lite,spam,spam,6.075e-05
ling:1939,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00011475
ling:2447,ling,google/gemini-3.1-flash-lite,phishing,ph,8.3e-05
ling:160,ling,google/gemini-3.1-flash-lite,spam,spam,0.00011475
ling:2288,ling,google/gemini-3.1-flash-lite,spam,spam,0.00020775
ling:1264,ling,google/gemini-3.1-flash-lite,spam,spam,5.45e-05
ling:1943,ling,google/gemini-3.1-flash-lite,spam,spam,0.00010375
ling:227,ling,google/gemini-3.1-flash-lite,spam,spam,0.000113
ling:1113,ling,google/gemini-3.1-flash-lite,phishing,ph,0.000125
ling:2821,ling,google/gemini-3.1-flash-lite,phishing,ph,7.125e-05
ling:690,ling,google/gemini-3.1-flash-lite,spam,spam,5.375e-05
ling:2256,ling,google/gemini-3.1-flash-lite,spam,spam,9.75e-05
ling:2036,ling,google/gemini-3.1-flash-lite,spam,spam,0.00011825
ling:1782,ling,google/gemini-3.1-flash-lite,spam,spam,0.000105
ling:157,ling,google/gemini-3.1-flash-lite,spam,spam,6.75e-05
ling:280,ling,google/gemini-3.1-flash-lite,spam,spam,8.15e-05
ling:2807,ling,google/gemini-3.1-flash-lite,spam,spam,0.00011925
ling:2838,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001355
ling:851,ling,google/gemini-3.1-flash-lite,spam,spam,6.375e-05
ling:579,ling,google/gemini-3.1-flash-lite,spam,spam,0.00012875
ling:385,ling,google/gemini-3.1-flash-lite,spam,spam,8.175e-05
ling:983,ling,google/gemini-3.1-flash-lite,spam,spam,0.00012225
ling:159,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001045
ling:138,ling,google/gemini-3.1-flash-lite,phishing,ph,0.000115
ling:435,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013525
ling:2555,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001475
ling:1999,ling,google/gemini-3.1-flash-lite,spam,spam,0.000114
ling:179,ling,google/gemini-3.1-flash-lite,spam,spam,8.125e-05
ling:494,ling,google/gemini-3.1-flash-lite,spam,spam,0.000136
ling:1969,ling,google/gemini-3.1-flash-lite,spam,spam,6.8e-05
ling:751,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001125
ling:2835,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001145
ling:2231,ling,google/gemini-3.1-flash-lite,phishing,ph,0.000118
ling:580,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013175
ling:1551,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013
ling:2487,ling,google/gemini-3.1-flash-lite,spam,spam,0.0002125
ling:2451,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013
ling:2527,ling,google/gemini-3.1-flash-lite,spam,spam,0.000212
ling:1479,ling,google/gemini-3.1-flash-lite,spam,spam,0.000104
ling:634,ling,google/gemini-3.1-flash-lite,phishing,ph,6.7e-05
ling:2389,ling,google/gemini-3.1-flash-lite,spam,spam,0.00010625
ling:92,ling,google/gemini-3.1-flash-lite,spam,spam,9.55e-05
ling:277,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001155
ling:1114,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00011225
ling:801,ling,google/gemini-3.1-flash-lite,spam,spam,5.2e-05
ling:2466,ling,google/gemini-3.1-flash-lite,spam,spam,8.275e-05
ling:2223,ling,google/gemini-3.1-flash-lite,spam,spam,4.975e-05
ling:137,ling,google/gemini-3.1-flash-lite,spam,spam,4.275e-05
ling:2608,ling,google/gemini-3.1-flash-lite,spam,spam,5.075e-05
ling:2656,ling,google/gemini-3.1-flash-lite,spam,spam,0.000117
ling:2271,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001055
ling:85,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00010625
ling:139,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013
ling:2788,ling,google/gemini-3.1-flash-lite,spam,spam,5.45e-05
ling:401,ling,google/gemini-3.1-flash-lite,spam,spam,0.000104
ling:2627,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001155
ling:1666,ling,google/gemini-3.1-flash-lite,spam,spam,6.175e-05
ling:1093,ling,google/gemini-3.1-flash-lite,spam,spam,9.9e-05
ling:430,ling,google/gemini-3.1-flash-lite,spam,spam,4.625e-05
ling:665,ling,google/gemini-3.1-flash-lite,spam,spam,0.00012175
ling:1756,ling,google/gemini-3.1-flash-lite,spam,spam,7.025e-05
ling:1355,ling,google/gemini-3.1-flash-lite,spam,spam,0.00010975
ling:171,ling,google/gemini-3.1-flash-lite,spam,spam,0.00010775
ling:1241,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013075
ling:1237,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001395
ling:168,ling,google/gemini-3.1-flash-lite,spam,spam,6.75e-05
ling:94,ling,google/gemini-3.1-flash-lite,spam,spam,4.4e-05
ling:2581,ling,google/gemini-3.1-flash-lite,spam,spam,5.5e-05
ling:653,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001135
ling:1386,ling,google/gemini-3.1-flash-lite,phishing,ph,6.275e-05
ling:2635,ling,google/gemini-3.1-flash-lite,spam,spam,0.000112
ling:701,ling,google/gemini-3.1-flash-lite,spam,spam,5.05e-05
ling:685,ling,google/gemini-3.1-flash-lite,phishing,ph,0.0001105
ling:1547,ling,google/gemini-3.1-flash-lite,spam,spam,5.25e-05
ling:953,ling,google/gemini-3.1-flash-lite,spam,spam,0.000139
ling:2610,ling,google/gemini-3.1-flash-lite,spam,spam,6.05e-05
ling:2467,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001055
ling:2190,ling,google/gemini-3.1-flash-lite,spam,spam,0.0001135
ling:998,ling,google/gemini-3.1-flash-lite,spam,spam,8.6e-05
ling:1089,ling,google/gemini-3.1-flash-lite,phishing,ph,0.00011525
ling:1365,ling,google/gemini-3.1-flash-lite,spam,spam,0.00013675
enron:6861,enron,google/gemini-3.1-flash-lite,spam,spam,5.675e-05
enron:9711,enron,google/gemini-3.1-flash-lite,spam,spam,8.3e-05
enron:8157,enron,google/gemini-3.1-flash-lite,spam,spam,6.35e-05
enron:5895,enron,google/gemini-3.1-flash-lite,spam,spam,0.00013
enron:7650,enron,google/gemini-3.1-flash-lite,spam,spam,8.925e-05
enron:7524,enron,google/gemini-3.1-flash-lite,spam,spam,0.0001115
enron:8586,enron,google/gemini-3.1-flash-lite,spam,spam,0.000127
enron:9435,enron,google/gemini-3.1-flash-lite,spam,spam,4.075e-05
enron:9382,enron,google/gemini-3.1-flash-lite,spam,spam,9.25e-05
enron:5665,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00010625
enron:8777,enron,google/gemini-3.1-flash-lite,phishing,ph,6.4e-05
enron:9233,enron,google/gemini-3.1-flash-lite,spam,spam,0.00011025
enron:6153,enron,google/gemini-3.1-flash-lite,spam,spam,6.775e-05
enron:6475,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00011175
enron:6533,enron,google/gemini-3.1-flash-lite,spam,spam,0.00012275
enron:9867,enron,google/gemini-3.1-flash-lite,spam,spam,0.00013375
enron:5909,enron,google/gemini-3.1-flash-lite,spam,spam,5.375e-05
enron:9592,enron,google/gemini-3.1-flash-lite,spam,spam,0.0001185
enron:5872,enron,google/gemini-3.1-flash-lite,phishing,ph,6.175e-05
enron:7623,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00010725
enron:7216,enron,google/gemini-3.1-flash-lite,spam,spam,7.2e-05
enron:6016,enron,google/gemini-3.1-flash-lite,spam,spam,0.00010525
enron:9757,enron,google/gemini-3.1-flash-lite,spam,spam,6.075e-05
enron:5633,enron,google/gemini-3.1-flash-lite,phishing,ph,0.000108
enron:7627,enron,google/gemini-3.1-flash-lite,spam,spam,4.975e-05
enron:8990,enron,google/gemini-3.1-flash-lite,spam,spam,0.00011475
enron:6520,enron,google/gemini-3.1-flash-lite,spam,spam,6.475e-05
enron:9845,enron,google/gemini-3.1-flash-lite,spam,spam,3.375e-05
enron:5344,enron,google/gemini-3.1-flash-lite,spam,spam,6.275e-05
enron:5779,enron,google/gemini-3.1-flash-lite,spam,spam,8.125e-05
enron:8648,enron,google/gemini-3.1-flash-lite,spam,spam,5.575e-05
enron:8009,enron,google/gemini-3.1-flash-lite,spam,spam,4.125e-05
enron:5979,enron,google/gemini-3.1-flash-lite,spam,spam,6.025e-05
enron:7192,enron,google/gemini-3.1-flash-lite,spam,spam,4.85e-05
enron:6352,enron,google/gemini-3.1-flash-lite,spam,spam,0.00010475
enron:7218,enron,google/gemini-3.1-flash-lite,spam,spam,4.05e-05
enron:8972,enron,google/gemini-3.1-flash-lite,spam,spam,0.000138
enron:8874,enron,google/gemini-3.1-flash-lite,spam,spam,8.5e-05
enron:7171,enron,google/gemini-3.1-flash-lite,spam,spam,5.275e-05
enron:6358,enron,google/gemini-3.1-flash-lite,spam,spam,3.675e-05
enron:5797,enron,google/gemini-3.1-flash-lite,spam,spam,5.85e-05
enron:7991,enron,google/gemini-3.1-flash-lite,spam,spam,4.5e-05
enron:5698,enron,google/gemini-3.1-flash-lite,spam,spam,3.575e-05
enron:6321,enron,google/gemini-3.1-flash-lite,spam,spam,4.85e-05
enron:5841,enron,google/gemini-3.1-flash-lite,spam,spam,7.525e-05
enron:9276,enron,google/gemini-3.1-flash-lite,spam,spam,4.725e-05
enron:8279,enron,google/gemini-3.1-flash-lite,spam,spam,5.95e-05
enron:6747,enron,google/gemini-3.1-flash-lite,spam,spam,3.85e-05
enron:5334,enron,google/gemini-3.1-flash-lite,spam,spam,7.025e-05
enron:8560,enron,google/gemini-3.1-flash-lite,spam,spam,9.2e-05
enron:5607,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00010175
enron:5661,enron,google/gemini-3.1-flash-lite,spam,spam,3.525e-05
enron:8290,enron,google/gemini-3.1-flash-lite,phishing,ph,0.000106
enron:7353,enron,google/gemini-3.1-flash-lite,spam,spam,4.675e-05
enron:8524,enron,google/gemini-3.1-flash-lite,spam,spam,3.825e-05
enron:9090,enron,google/gemini-3.1-flash-lite,spam,spam,8e-05
enron:7248,enron,google/gemini-3.1-flash-lite,spam,spam,6.1e-05
enron:6515,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00011825
enron:8248,enron,google/gemini-3.1-flash-lite,spam,spam,9.8e-05
enron:7902,enron,google/gemini-3.1-flash-lite,spam,spam,4.1e-05
enron:9787,enron,google/gemini-3.1-flash-lite,spam,spam,5.5e-05
enron:9365,enron,google/gemini-3.1-flash-lite,phishing,ph,4.625e-05
enron:6204,enron,google/gemini-3.1-flash-lite,spam,spam,4.45e-05
enron:6491,enron,google/gemini-3.1-flash-lite,phishing,ph,0.0001405
enron:7814,enron,google/gemini-3.1-flash-lite,phishing,ph,8.175e-05
enron:6255,enron,google/gemini-3.1-flash-lite,phishing,ph,3.95e-05
enron:7008,enron,google/gemini-3.1-flash-lite,spam,spam,0.00010775
enron:5812,enron,google/gemini-3.1-flash-lite,phishing,ph,8.225e-05
enron:6723,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00011375
enron:7881,enron,google/gemini-3.1-flash-lite,spam,spam,4.4e-05
enron:7541,enron,google/gemini-3.1-flash-lite,spam,spam,5.45e-05
enron:9006,enron,google/gemini-3.1-flash-lite,spam,spam,4.75e-05
enron:8661,enron,google/gemini-3.1-flash-lite,phishing,ph,0.00012525
enron:9928,enron,google/gemini-3.1-flash-lite,spam,spam,7.025e-05
enron:6503,enron,google/gemini-3.1-flash-lite,spam,spam,7.375e-05
enron:9350,enron,google/gemini-3.1-flash-lite,phishing,ph,5e-05
enron:5626,enron,google/gemini-3.1-flash-lite,spam,spam,6.175e-05
enron:7232,enron,google/gemini-3.1-flash-lite,spam,spam,7.05e-05
enron:7905,enron,google/gemini-3.1-flash-lite,spam,spam,4e-05
enron:6823,enron,google/gemini-3.1-flash-lite,spam,spam,0.0001045
enron:5510,enron,google/gemini-3.1-flash-lite,spam,spam,7.8e-05
enron:7886,enron,google/gemini-3.1-flash-lite,phishing,ph,5.35e-05
enron:9491,enron,google/gemini-3.1-flash-lite,spam,spam,0.0001165
enron:6139,enron,google/gemini-3.1-flash-lite,spam,spam,4.75e-05
enron:6673,enron,google/gemini-3.1-flash-lite,spam,spam,5.4e-05
enron:8416,enron,google/gemini-3.1-flash-lite,spam,spam,7.95e-05
enron:7215,enron,google/gemini-3.1-flash-lite,spam,spam,3.25e-05
enron:6581,enron,google/gemini-3.1-flash-lite,spam,spam,4.175e-05
enron:6981,enron,google/gemini-3.1-flash-lite,spam,spam,5.3e-05
enron:7551,enron,google/gemini-3.1-flash-lite,spam,spam,0.0001395
enron:9454,enron,google/gemini-3.1-flash-lite,spam,spam,0.00012225
enron:8620,enron,google/gemini-3.1-flash-lite,spam,spam,0.00010925
enron:6718,enron,google/gemini-3.1-flash-lite,spam,spam,4.25e-05
enron:8627,enron,google/gemini-3.1-flash-lite,spam,spam,4.35e-05
enron:9217,enron,google/gemini-3.1-flash-lite,spam,spam,7.65e-05
enron:8503,enron,google/gemini-3.1-flash-lite,spam,spam,8.6e-05
