model,setting,source,id,label,pred,answer,cpu_sec_per_1000
phishsense,pretrained,ephishllm_nolink,ephishllm:4083,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4753,0,0,falsequestionquestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:1532,0,1,truetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:721,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4294,0,0,falsefalsequestion,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:132,0,0,falsefalse#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2803,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:838,0,1,truetruetrue#,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:677,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3852,0,0,false##,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3792,0,0,falsetruetruetruefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2650,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:296,0,0,falsetruetruetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:3441,0,0,falsefalsefalsetruetrue,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:2361,0,0,falsefalsefalsefalsefalse,1078.0
phishsense,pretrained,ephishllm_nolink,ephishllm:4422,0,1,true##,1078.0
