model,dataset,true_label,prediction,raw_answer
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,1,1,phishing
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,1,phishing
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,spamassassin,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,1,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,1,phishing
google/gemma-3-12b-it,nazario_enron,0,0,legitimate
google/gemma-3-12b-it,nazario_enron,0,1,phishing
